station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
VHHH,2017-01-10 05:00,113.9219,22.3094,73.40,59.00,60.67,90.00,15.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,73.40,VHHH 100500Z 09015KT 9999 FEW020 23/15 Q1017 NOSIG
VHHH,2017-01-10 05:30,113.9219,22.3094,73.40,57.20,56.88,90.00,16.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,73.40,VHHH 100530Z 09016KT 9999 FEW020 23/14 Q1017 NOSIG
VHHH,2017-01-10 06:00,113.9219,22.3094,73.40,59.00,60.67,90.00,14.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,73.40,VHHH 100600Z 09014KT 9999 FEW020 23/15 Q1016 NOSIG
VHHH,2017-01-10 06:30,113.9219,22.3094,75.20,59.00,57.12,90.00,16.00,0.00,30.00,M,6.21,M,FEW,SCT,M,M,2000.00,3000.00,M,M,M,M,M,M,M,M,M,75.20,VHHH 100630Z 09016KT 9999 FEW020 SCT030 24/15 Q1016 NOSIG
VHHH,2017-01-10 07:00,113.9219,22.3094,73.40,57.20,56.88,90.00,14.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,73.40,VHHH 100700Z 09014KT 9999 FEW020 23/14 Q1016 NOSIG
VHHH,2017-01-10 07:30,113.9219,22.3094,73.40,57.20,56.88,90.00,15.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,73.40,VHHH 100730Z 09015KT 9999 FEW025 23/14 Q1016 NOSIG
VHHH,2017-01-10 08:00,113.9219,22.3094,73.40,55.40,53.29,100.00,12.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,73.40,VHHH 100800Z 10012KT 070V130 9999 FEW025 23/13 Q1016 NOSIG
VHHH,2017-01-10 08:30,113.9219,22.3094,71.60,57.20,60.44,120.00,13.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,71.60,VHHH 100830Z 12013KT 9999 FEW025 22/14 Q1016 NOSIG
VHHH,2017-01-10 09:00,113.9219,22.3094,71.60,57.20,60.44,110.00,13.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,71.60,VHHH 100900Z 11013KT 9999 FEW025 22/14 Q1016 NOSIG
VHHH,2017-01-10 09:30,113.9219,22.3094,69.80,57.20,64.26,110.00,13.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 100930Z 11013KT 080V140 9999 FEW030 21/14 Q1016 NOSIG
VHHH,2017-01-10 10:00,113.9219,22.3094,69.80,57.20,64.26,100.00,11.00,0.00,30.03,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 101000Z 10011KT 9999 FEW030 21/14 Q1017 NOSIG
VHHH,2017-01-10 10:30,113.9219,22.3094,69.80,57.20,64.26,110.00,10.00,0.00,30.03,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 101030Z 11010KT 9999 FEW030 21/14 Q1017 NOSIG
VHHH,2017-01-10 11:00,113.9219,22.3094,69.80,57.20,64.26,100.00,11.00,0.00,30.03,M,5.59,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 101100Z 10011KT 9000 FEW030 21/14 Q1017 NOSIG
VHHH,2017-01-10 11:30,113.9219,22.3094,68.00,59.00,72.92,110.00,11.00,0.00,30.03,M,5.59,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101130Z 11011KT 9000 FEW030 20/15 Q1017 NOSIG
VHHH,2017-01-10 12:00,113.9219,22.3094,69.80,59.00,68.55,120.00,12.00,0.00,30.06,M,5.59,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 101200Z 12012KT 9000 FEW030 21/15 Q1018 NOSIG
VHHH,2017-01-10 12:30,113.9219,22.3094,68.00,59.00,72.92,120.00,10.00,0.00,30.06,M,5.59,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101230Z 12010KT 9000 FEW030 20/15 Q1018 NOSIG
VHHH,2017-01-10 13:00,113.9219,22.3094,68.00,59.00,72.92,100.00,11.00,0.00,30.06,M,4.97,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101300Z 10011KT 8000 FEW030 20/15 Q1018 NOSIG
VHHH,2017-01-10 13:30,113.9219,22.3094,68.00,60.80,77.75,110.00,9.00,0.00,30.06,M,4.97,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101330Z 11009KT 090V160 8000 FEW030 20/16 Q1018 NOSIG
VHHH,2017-01-10 14:00,113.9219,22.3094,68.00,59.00,72.92,100.00,11.00,0.00,30.09,M,4.97,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101400Z 10011KT 8000 FEW030 20/15 Q1019 NOSIG
VHHH,2017-01-10 14:30,113.9219,22.3094,68.00,59.00,72.92,110.00,11.00,0.00,30.09,M,4.97,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101430Z 11011KT 8000 FEW030 20/15 Q1019 NOSIG
VHHH,2017-01-10 15:00,113.9219,22.3094,68.00,59.00,72.92,110.00,11.00,0.00,30.09,M,5.59,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101500Z 11011KT 9000 FEW030 20/15 Q1019 NOSIG
VHHH,2017-01-10 15:30,113.9219,22.3094,68.00,59.00,72.92,110.00,9.00,0.00,30.06,M,5.59,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101530Z 11009KT 9000 FEW030 20/15 Q1018 NOSIG
VHHH,2017-01-10 16:00,113.9219,22.3094,68.00,59.00,72.92,90.00,11.00,0.00,30.06,M,5.59,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101600Z 09011KT 9000 FEW020 20/15 Q1018 NOSIG
VHHH,2017-01-10 16:30,113.9219,22.3094,68.00,59.00,72.92,110.00,13.00,0.00,30.06,M,5.59,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101630Z 11013KT 9000 FEW020 20/15 Q1018 NOSIG
VHHH,2017-01-10 17:00,113.9219,22.3094,68.00,59.00,72.92,100.00,10.00,0.00,30.09,M,5.59,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101700Z 10010KT 070V140 9000 FEW020 20/15 Q1019 NOSIG
VHHH,2017-01-10 17:30,113.9219,22.3094,68.00,59.00,72.92,100.00,11.00,0.00,30.06,M,4.97,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101730Z 10011KT 080V140 8000 FEW020 20/15 Q1018 NOSIG
VHHH,2017-01-10 18:00,113.9219,22.3094,68.00,59.00,72.92,100.00,11.00,0.00,30.06,M,5.59,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 101800Z 10011KT 9000 FEW020 20/15 Q1018 NOSIG
VHHH,2017-01-10 18:30,113.9219,22.3094,68.00,59.00,72.92,100.00,11.00,0.00,30.06,M,4.97,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 101830Z 10011KT 8000 FEW020 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-10 19:00,113.9219,22.3094,68.00,59.00,72.92,90.00,11.00,0.00,30.06,M,4.97,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 101900Z 09011KT 8000 FEW020 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-10 19:30,113.9219,22.3094,68.00,59.00,72.92,100.00,10.00,0.00,30.06,M,4.97,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 101930Z 10010KT 8000 FEW020 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-10 20:00,113.9219,22.3094,68.00,59.00,72.92,100.00,12.00,0.00,30.06,M,4.97,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 102000Z 10012KT 8000 FEW020 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-10 20:30,113.9219,22.3094,68.00,59.00,72.92,90.00,11.00,0.00,30.06,M,4.97,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 102030Z 09011KT 8000 FEW020 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-10 21:00,113.9219,22.3094,68.00,57.20,68.35,90.00,11.00,0.00,30.03,M,4.97,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 102100Z 09011KT 8000 FEW020 SCT035 20/14 Q1017 NOSIG
VHHH,2017-01-10 21:30,113.9219,22.3094,66.20,57.20,72.74,100.00,12.00,0.00,30.03,M,4.97,M,FEW,SCT,M,M,2000.00,4000.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 102130Z 10012KT 8000 FEW020 SCT040 19/14 Q1017 NOSIG
VHHH,2017-01-10 22:00,113.9219,22.3094,66.20,57.20,72.74,90.00,11.00,0.00,30.06,M,4.97,M,FEW,SCT,M,M,2000.00,4000.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 102200Z 09011KT 8000 FEW020 SCT040 19/14 Q1018 NOSIG
VHHH,2017-01-10 22:30,113.9219,22.3094,66.20,57.20,72.74,90.00,11.00,0.00,30.06,M,4.97,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 102230Z 09011KT 8000 FEW025 19/14 Q1018 NOSIG
VHHH,2017-01-10 23:00,113.9219,22.3094,66.20,57.20,72.74,90.00,12.00,0.00,30.06,M,4.97,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 102300Z 09012KT 8000 FEW025 19/14 Q1018 NOSIG
VHHH,2017-01-10 23:30,113.9219,22.3094,66.20,57.20,72.74,80.00,11.00,0.00,30.06,M,4.97,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 102330Z 08011KT 8000 FEW025 19/14 Q1018 NOSIG
VHHH,2017-01-11 00:00,113.9219,22.3094,68.00,57.20,68.35,80.00,8.00,0.00,30.09,M,4.97,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 110000Z 08008KT 8000 FEW025 20/14 Q1019 NOSIG
VHHH,2017-01-11 00:30,113.9219,22.3094,68.00,57.20,68.35,70.00,8.00,0.00,30.09,M,4.97,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 110030Z 07008KT 8000 FEW030 20/14 Q1019 NOSIG
VHHH,2017-01-11 01:00,113.9219,22.3094,68.00,57.20,68.35,80.00,9.00,0.00,30.09,M,4.97,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 110100Z 08009KT 8000 FEW030 20/14 Q1019 NOSIG
VHHH,2017-01-11 01:30,113.9219,22.3094,69.80,57.20,64.26,90.00,9.00,0.00,30.12,M,4.97,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 110130Z 09009KT 060V120 8000 FEW030 21/14 Q1020 NOSIG
VHHH,2017-01-11 02:00,113.9219,22.3094,69.80,57.20,64.26,110.00,8.00,0.00,30.12,M,4.35,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 110200Z 11008KT 070V140 7000 FEW030 21/14 Q1020 NOSIG
VHHH,2017-01-11 02:30,113.9219,22.3094,69.80,57.20,64.26,90.00,8.00,0.00,30.09,M,4.35,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 110230Z 09008KT 060V120 7000 FEW040 21/14 Q1019 NOSIG
VHHH,2017-01-11 03:00,113.9219,22.3094,71.60,57.20,60.44,120.00,8.00,0.00,30.09,M,4.35,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 110300Z 12008KT 080V150 7000 FEW025 SCT040 22/14 Q1019 NOSIG
VHHH,2017-01-11 03:30,113.9219,22.3094,69.80,57.20,64.26,100.00,7.00,0.00,30.09,M,4.35,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110330Z 10007KT 050V140 7000 FEW025 SCT040 21/14 Q1019 NOSIG
VHHH,2017-01-11 04:00,113.9219,22.3094,71.60,57.20,60.44,110.00,7.00,0.00,30.06,M,4.35,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 110400Z 11007KT 070V160 7000 FEW025 SCT040 22/14 Q1018 NOSIG
VHHH,2017-01-11 04:30,113.9219,22.3094,69.80,57.20,64.26,100.00,8.00,0.00,30.03,M,4.35,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110430Z 10008KT 070V130 7000 FEW025 SCT040 21/14 Q1017 NOSIG
VHHH,2017-01-11 05:00,113.9219,22.3094,69.80,57.20,64.26,M,7.00,0.00,30.03,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110500Z VRB07KT 6000 FEW025 SCT040 21/14 Q1017 NOSIG
VHHH,2017-01-11 05:30,113.9219,22.3094,69.80,57.20,64.26,110.00,10.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110530Z 11010KT 6000 FEW025 SCT040 21/14 Q1016 NOSIG
VHHH,2017-01-11 06:00,113.9219,22.3094,69.80,57.20,64.26,110.00,7.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110600Z 11007KT 080V160 6000 FEW025 SCT040 21/14 Q1016 NOSIG
VHHH,2017-01-11 06:30,113.9219,22.3094,69.80,57.20,64.26,100.00,5.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110630Z 10005KT 050V160 6000 FEW025 SCT040 21/14 Q1016 NOSIG
VHHH,2017-01-11 07:00,113.9219,22.3094,68.00,59.00,72.92,60.00,5.00,0.00,29.97,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 110700Z 06005KT 030V120 6000 FEW025 SCT040 20/15 Q1015 NOSIG
VHHH,2017-01-11 07:30,113.9219,22.3094,69.80,57.20,64.26,90.00,5.00,0.00,29.97,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110730Z 09005KT 050V130 6000 FEW025 SCT040 21/14 Q1015 NOSIG
VHHH,2017-01-11 08:00,113.9219,22.3094,69.80,59.00,68.55,70.00,6.00,0.00,29.97,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110800Z 07006KT 050V110 6000 FEW025 SCT040 21/15 Q1015 NOSIG
VHHH,2017-01-11 08:30,113.9219,22.3094,69.80,57.20,64.26,90.00,5.00,0.00,29.97,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110830Z 09005KT 050V150 6000 FEW025 SCT040 21/14 Q1015 NOSIG
VHHH,2017-01-11 09:00,113.9219,22.3094,69.80,59.00,68.55,70.00,6.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 110900Z 07006KT 6000 FEW025 SCT040 21/15 Q1016 NOSIG
VHHH,2017-01-11 09:30,113.9219,22.3094,68.00,59.00,72.92,90.00,7.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 110930Z 09007KT 070V140 6000 FEW025 SCT040 20/15 Q1016 NOSIG
VHHH,2017-01-11 10:00,113.9219,22.3094,68.00,59.00,72.92,100.00,7.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111000Z 10007KT 060V170 6000 FEW025 SCT040 20/15 Q1016 NOSIG
VHHH,2017-01-11 10:30,113.9219,22.3094,69.80,59.00,68.55,90.00,6.00,0.00,30.00,M,4.35,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 111030Z 09006KT 7000 FEW025 SCT040 21/15 Q1016 NOSIG
VHHH,2017-01-11 11:00,113.9219,22.3094,68.00,59.00,72.92,100.00,7.00,0.00,30.03,M,4.35,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111100Z 10007KT 070V140 7000 FEW025 SCT040 20/15 Q1017 NOSIG
VHHH,2017-01-11 11:30,113.9219,22.3094,68.00,59.00,72.92,90.00,7.00,0.00,30.03,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111130Z 09007KT 6000 FEW025 SCT040 20/15 Q1017 NOSIG
VHHH,2017-01-11 12:00,113.9219,22.3094,68.00,59.00,72.92,70.00,6.00,0.00,30.03,M,3.73,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111200Z 07006KT 6000 FEW025 SCT040 20/15 Q1017 NOSIG
VHHH,2017-01-11 12:30,113.9219,22.3094,68.00,59.00,72.92,90.00,8.00,0.00,30.03,M,4.35,M,FEW,SCT,M,M,2500.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111230Z 09008KT 7000 FEW025 SCT035 20/15 Q1017 NOSIG
VHHH,2017-01-11 13:00,113.9219,22.3094,68.00,59.00,72.92,90.00,6.00,0.00,30.06,M,3.73,M,FEW,SCT,M,M,2500.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111300Z 09006KT 060V130 6000 FEW025 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-11 13:30,113.9219,22.3094,68.00,60.80,77.75,70.00,5.00,0.00,30.06,M,3.73,M,FEW,SCT,M,M,2500.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111330Z 07005KT 6000 FEW025 SCT035 20/16 Q1018 NOSIG
VHHH,2017-01-11 14:00,113.9219,22.3094,69.80,60.80,73.09,90.00,5.00,0.00,30.06,M,3.73,M,FEW,SCT,M,M,2500.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 111400Z 09005KT 6000 FEW025 SCT035 21/16 Q1018 NOSIG
VHHH,2017-01-11 14:30,113.9219,22.3094,68.00,59.00,72.92,70.00,6.00,0.00,30.06,M,3.73,M,FEW,SCT,M,M,2500.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111430Z 07006KT 6000 FEW025 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-11 15:00,113.9219,22.3094,68.00,59.00,72.92,80.00,6.00,0.00,30.06,M,3.73,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111500Z 08006KT 6000 FEW020 SCT035 20/15 Q1018 NOSIG
VHHH,2017-01-11 15:30,113.9219,22.3094,68.00,60.80,77.75,80.00,6.00,0.00,30.06,M,3.73,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111530Z 08006KT 6000 FEW020 SCT035 20/16 Q1018 NOSIG
VHHH,2017-01-11 16:00,113.9219,22.3094,68.00,60.80,77.75,70.00,7.00,0.00,30.03,M,3.73,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111600Z 07007KT 6000 FEW020 SCT035 20/16 Q1017 NOSIG
VHHH,2017-01-11 16:30,113.9219,22.3094,68.00,60.80,77.75,80.00,5.00,0.00,30.03,M,3.73,M,FEW,SCT,M,M,1500.00,3000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111630Z 08005KT 050V110 6000 FEW015 SCT030 20/16 Q1017 NOSIG
VHHH,2017-01-11 17:00,113.9219,22.3094,68.00,60.80,77.75,100.00,8.00,0.00,30.03,M,3.73,M,FEW,SCT,M,M,1500.00,3000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111700Z 10008KT 6000 FEW015 SCT030 20/16 Q1017 NOSIG
VHHH,2017-01-11 17:30,113.9219,22.3094,68.00,60.80,77.75,110.00,7.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,1500.00,3000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111730Z 11007KT 070V180 6000 FEW015 SCT030 20/16 Q1016 NOSIG
VHHH,2017-01-11 18:00,113.9219,22.3094,68.00,60.80,77.75,100.00,7.00,0.00,30.00,M,4.35,M,FEW,SCT,M,M,1500.00,3000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111800Z 10007KT 7000 FEW015 SCT030 20/16 Q1016 NOSIG
VHHH,2017-01-11 18:30,113.9219,22.3094,68.00,60.80,77.75,100.00,6.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,1500.00,3000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111830Z 10006KT 6000 FEW015 SCT030 20/16 Q1016 NOSIG
VHHH,2017-01-11 19:00,113.9219,22.3094,68.00,60.80,77.75,100.00,7.00,0.00,30.00,M,4.35,M,FEW,SCT,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111900Z 10007KT 7000 FEW015 SCT025 20/16 Q1016 NOSIG
VHHH,2017-01-11 19:30,113.9219,22.3094,68.00,60.80,77.75,50.00,5.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 111930Z 05005KT 020V120 6000 FEW015 SCT025 20/16 Q1016 TEMPO 4000 BR
VHHH,2017-01-11 20:00,113.9219,22.3094,68.00,60.80,77.75,60.00,7.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 112000Z 06007KT 6000 FEW015 SCT025 20/16 Q1016 TEMPO 4000 BR
VHHH,2017-01-11 20:30,113.9219,22.3094,68.00,60.80,77.75,70.00,6.00,0.00,29.97,M,3.73,M,FEW,SCT,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 112030Z 07006KT 6000 FEW015 SCT025 20/16 Q1015 TEMPO 4000 BR
VHHH,2017-01-11 21:00,113.9219,22.3094,68.00,60.80,77.75,70.00,4.00,0.00,30.00,M,3.73,M,FEW,SCT,M,M,1500.00,2300.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 112100Z 07004KT 6000 FEW015 SCT023 20/16 Q1016 TEMPO 4000 BR
VHHH,2017-01-11 21:30,113.9219,22.3094,68.00,60.80,77.75,70.00,6.00,0.00,29.97,M,3.73,M,FEW,SCT,M,M,1500.00,2300.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 112130Z 07006KT 6000 FEW015 SCT023 20/16 Q1015 TEMPO 4000 BR
VHHH,2017-01-11 22:00,113.9219,22.3094,68.00,60.80,77.75,60.00,8.00,0.00,29.97,M,3.73,M,FEW,SCT,M,M,1500.00,2300.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 112200Z 06008KT 6000 FEW015 SCT023 20/16 Q1015 TEMPO 4000 BR
VHHH,2017-01-11 22:30,113.9219,22.3094,66.20,60.80,82.74,40.00,10.00,0.00,29.97,M,3.11,M,FEW,SCT,M,M,1200.00,2000.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 112230Z 04010KT 5000 FEW012 SCT020 19/16 Q1015 TEMPO 4000 BR
VHHH,2017-01-11 23:00,113.9219,22.3094,68.00,60.80,77.75,40.00,7.00,0.00,30.00,M,3.11,M,FEW,SCT,M,M,1200.00,2000.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 112300Z 04007KT 5000 FEW012 SCT020 20/16 Q1016 TEMPO 4000 BR
VHHH,2017-01-11 23:17,113.9219,22.3094,66.20,59.00,77.60,30.00,8.00,0.00,30.00,M,2.98,M,FEW,SCT,M,M,1200.00,2000.00,M,M,BR,M,M,M,M,M,M,66.20,VHHH 112317Z 03008KT 4800 BR FEW012 SCT020 19/15 Q1016 NOSIG
VHHH,2017-01-11 23:30,113.9219,22.3094,66.20,59.00,77.60,30.00,6.00,0.00,30.00,M,2.73,M,FEW,SCT,M,M,1200.00,2000.00,M,M,BR,M,M,M,M,M,M,66.20,VHHH 112330Z 03006KT 4400 BR FEW012 SCT020 19/15 Q1016 NOSIG
VHHH,2017-01-12 00:00,113.9219,22.3094,66.20,59.00,77.60,30.00,5.00,0.00,30.00,M,2.80,M,FEW,SCT,M,M,1200.00,2000.00,M,M,BR,M,M,M,M,M,M,66.20,VHHH 120000Z 03005KT 010V070 4500 BR FEW012 SCT020 19/15 Q1016 NOSIG
VHHH,2017-01-12 00:30,113.9219,22.3094,68.00,60.80,77.75,50.00,7.00,0.00,30.00,M,2.80,M,FEW,SCT,M,M,1200.00,2500.00,M,M,BR,M,M,M,M,M,M,68.00,VHHH 120030Z 05007KT 4500 BR FEW012 SCT025 20/16 Q1016 NOSIG
VHHH,2017-01-12 01:00,113.9219,22.3094,69.80,59.00,68.55,50.00,9.00,0.00,30.00,M,2.73,M,FEW,SCT,M,M,1200.00,2500.00,M,M,BR,M,M,M,M,M,M,69.80,VHHH 120100Z 05009KT 4400 BR FEW012 SCT025 21/15 Q1016 NOSIG
VHHH,2017-01-12 01:30,113.9219,22.3094,68.00,59.00,72.92,50.00,8.00,0.00,30.03,M,3.11,M,FEW,SCT,M,M,1200.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 120130Z 05008KT 5000 FEW012 SCT025 20/15 Q1017 TEMPO 4000 HZ
VHHH,2017-01-12 02:00,113.9219,22.3094,68.00,59.00,72.92,70.00,7.00,0.00,30.03,M,3.11,M,FEW,SCT,M,M,1200.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 120200Z 07007KT 5000 FEW012 SCT025 20/15 Q1017 NOSIG
VHHH,2017-01-12 02:22,113.9219,22.3094,68.00,59.00,72.92,30.00,7.00,0.00,30.03,M,2.80,M,FEW,SCT,M,M,1200.00,2500.00,M,M,HZ,M,M,M,M,M,M,68.00,VHHH 120222Z 03007KT 4500 HZ FEW012 SCT025 20/15 Q1017 NOSIG
