station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
VHHH,2016-12-31 00:00,113.9219,22.3094,60.80,50.00,67.54,110.00,4.00,0.00,30.24,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,60.80,VHHH 310000Z 11004KT 8000 FEW045 16/10 Q1024 NOSIG
VHHH,2016-12-31 00:30,113.9219,22.3094,64.40,51.80,63.60,M,2.00,0.00,30.24,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,64.40,VHHH 310030Z VRB02KT 8000 FEW045 18/11 Q1024 NOSIG
VHHH,2016-12-31 01:00,113.9219,22.3094,64.40,51.80,63.60,50.00,5.00,0.00,30.27,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,64.40,VHHH 310100Z 05005KT 8000 FEW045 18/11 Q1025 NOSIG
VHHH,2016-12-31 01:30,113.9219,22.3094,64.40,48.20,55.63,40.00,5.00,0.00,30.27,M,5.59,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,64.40,VHHH 310130Z 04005KT 9000 FEW045 18/09 Q1025 NOSIG
VHHH,2016-12-31 02:00,113.9219,22.3094,66.20,48.20,52.25,30.00,4.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 310200Z 03004KT 9999 FEW045 19/09 Q1025 NOSIG
VHHH,2016-12-31 02:30,113.9219,22.3094,66.20,50.00,55.88,350.00,6.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 310230Z 35006KT 9999 FEW045 19/10 Q1025 NOSIG
VHHH,2016-12-31 03:00,113.9219,22.3094,68.00,50.00,52.51,350.00,7.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310300Z 35007KT 9999 FEW045 20/10 Q1025 NOSIG
VHHH,2016-12-31 03:30,113.9219,22.3094,66.20,50.00,55.88,350.00,8.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 310330Z 35008KT 9999 FEW045 19/10 Q1024 NOSIG
VHHH,2016-12-31 04:00,113.9219,22.3094,68.00,50.00,52.51,350.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310400Z 35010KT 9999 FEW045 20/10 Q1023 NOSIG
VHHH,2016-12-31 04:30,113.9219,22.3094,68.00,48.20,49.10,330.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310430Z 33010KT 9999 FEW045 20/09 Q1023 NOSIG
VHHH,2016-12-31 05:00,113.9219,22.3094,68.00,50.00,52.51,330.00,10.00,0.00,30.18,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310500Z 33010KT 8000 FEW045 20/10 Q1022 NOSIG
VHHH,2016-12-31 05:30,113.9219,22.3094,68.00,48.20,49.10,320.00,10.00,0.00,30.18,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310530Z 32010KT 8000 FEW045 20/09 Q1022 NOSIG
VHHH,2016-12-31 06:00,113.9219,22.3094,68.00,50.00,52.51,300.00,9.00,0.00,30.15,M,4.35,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310600Z 30009KT 7000 FEW045 20/10 Q1021 NOSIG
VHHH,2016-12-31 06:30,113.9219,22.3094,69.80,50.00,49.37,280.00,7.00,0.00,30.15,M,4.35,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 310630Z 28007KT 7000 FEW045 21/10 Q1021 NOSIG
VHHH,2016-12-31 07:00,113.9219,22.3094,69.80,50.00,49.37,300.00,7.00,0.00,30.15,M,4.35,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 310700Z 30007KT 7000 FEW045 21/10 Q1021 NOSIG
VHHH,2016-12-31 07:30,113.9219,22.3094,69.80,48.20,46.16,300.00,4.00,0.00,30.15,M,4.35,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 310730Z 30004KT 7000 FEW045 21/09 Q1021 NOSIG
VHHH,2016-12-31 08:00,113.9219,22.3094,69.80,48.20,46.16,260.00,5.00,0.00,30.12,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 310800Z 26005KT 8000 FEW045 21/09 Q1020 NOSIG
VHHH,2016-12-31 08:30,113.9219,22.3094,69.80,48.20,46.16,260.00,4.00,0.00,30.15,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 310830Z 26004KT 8000 FEW045 21/09 Q1021 NOSIG
VHHH,2016-12-31 09:00,113.9219,22.3094,68.00,48.20,49.10,230.00,5.00,0.00,30.15,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310900Z 23005KT 8000 FEW045 20/09 Q1021 NOSIG
VHHH,2016-12-31 09:30,113.9219,22.3094,68.00,50.00,52.51,240.00,6.00,0.00,30.15,M,4.97,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 310930Z 24006KT 8000 FEW045 20/10 Q1021 NOSIG
VHHH,2016-12-31 10:00,113.9219,22.3094,68.00,50.00,52.51,M,3.00,0.00,30.15,M,5.59,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 311000Z VRB03KT 9000 FEW045 20/10 Q1021 NOSIG
VHHH,2016-12-31 10:30,113.9219,22.3094,68.00,51.80,56.13,190.00,3.00,0.00,30.15,M,5.59,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 311030Z 19003KT 100V240 9000 FEW045 20/11 Q1021 NOSIG
VHHH,2016-12-31 11:00,113.9219,22.3094,66.20,51.80,59.74,M,4.00,0.00,30.15,M,5.59,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 311100Z VRB04KT 9000 FEW045 19/11 Q1021 NOSIG
VHHH,2016-12-31 11:30,113.9219,22.3094,68.00,53.60,59.97,110.00,7.00,0.00,30.15,M,5.59,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 311130Z 11007KT 090V190 9000 FEW045 20/12 Q1021 NOSIG
VHHH,2016-12-31 12:00,113.9219,22.3094,68.00,55.40,64.04,110.00,9.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 311200Z 11009KT 9999 FEW045 20/13 Q1022 NOSIG
VHHH,2016-12-31 12:30,113.9219,22.3094,68.00,57.20,68.35,110.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 311230Z 11010KT 9999 FEW045 20/14 Q1022 NOSIG
VHHH,2016-12-31 13:00,113.9219,22.3094,66.20,59.00,77.60,100.00,9.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 311300Z 10009KT 9999 FEW045 19/15 Q1022 NOSIG
VHHH,2016-12-31 13:30,113.9219,22.3094,66.20,59.00,77.60,90.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 311330Z 09010KT 9999 FEW045 19/15 Q1022 NOSIG
VHHH,2016-12-31 14:00,113.9219,22.3094,66.20,59.00,77.60,110.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 311400Z 11010KT 9999 FEW045 19/15 Q1022 NOSIG
VHHH,2016-12-31 14:30,113.9219,22.3094,66.20,59.00,77.60,100.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 311430Z 10010KT 070V130 9999 FEW045 19/15 Q1022 NOSIG
VHHH,2016-12-31 15:00,113.9219,22.3094,66.20,59.00,77.60,110.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 311500Z 11010KT 9999 FEW025 19/15 Q1022 NOSIG
VHHH,2016-12-31 15:30,113.9219,22.3094,68.00,59.00,72.92,110.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 311530Z 11010KT 090V160 9999 FEW022 20/15 Q1022 NOSIG
VHHH,2016-12-31 16:00,113.9219,22.3094,68.00,59.00,72.92,110.00,9.00,0.00,30.21,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 311600Z 11009KT 080V160 9999 FEW022 20/15 Q1023 NOSIG
VHHH,2016-12-31 16:30,113.9219,22.3094,68.00,59.00,72.92,110.00,10.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 311630Z 11010KT 9999 FEW018 SCT022 20/15 Q1023 NOSIG
VHHH,2016-12-31 17:00,113.9219,22.3094,68.00,59.00,72.92,110.00,10.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 311700Z 11010KT 9999 FEW018 SCT022 20/15 Q1023 NOSIG
VHHH,2016-12-31 17:30,113.9219,22.3094,68.00,59.00,72.92,90.00,7.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 311730Z 09007KT 050V120 9999 FEW018 SCT022 20/15 Q1022 NOSIG
VHHH,2016-12-31 18:00,113.9219,22.3094,68.00,59.00,72.92,90.00,9.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 311800Z 09009KT 9999 FEW018 SCT022 20/15 Q1022 NOSIG
VHHH,2016-12-31 18:30,113.9219,22.3094,66.20,57.20,72.74,80.00,9.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 311830Z 08009KT 9999 FEW018 SCT022 19/14 Q1022 NOSIG
VHHH,2016-12-31 19:00,113.9219,22.3094,66.20,57.20,72.74,80.00,11.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 311900Z 08011KT 9999 FEW018 SCT022 19/14 Q1022 NOSIG
VHHH,2016-12-31 19:30,113.9219,22.3094,66.20,57.20,72.74,90.00,10.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 311930Z 09010KT 9999 FEW018 SCT022 19/14 Q1022 NOSIG
VHHH,2016-12-31 20:00,113.9219,22.3094,66.20,59.00,77.60,90.00,14.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 312000Z 09014KT 9999 FEW018 SCT022 19/15 Q1021 NOSIG
VHHH,2016-12-31 20:30,113.9219,22.3094,66.20,59.00,77.60,90.00,13.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 312030Z 09013KT 9999 FEW018 SCT022 19/15 Q1021 NOSIG
VHHH,2016-12-31 21:00,113.9219,22.3094,66.20,59.00,77.60,90.00,13.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 312100Z 09013KT 9999 FEW018 SCT022 19/15 Q1021 NOSIG
VHHH,2016-12-31 21:30,113.9219,22.3094,66.20,57.20,72.74,90.00,11.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,1800.00,2200.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 312130Z 09011KT 9999 FEW018 SCT022 19/14 Q1021 NOSIG
VHHH,2016-12-31 22:00,113.9219,22.3094,66.20,57.20,72.74,90.00,13.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 312200Z 09013KT 9999 FEW020 SCT025 19/14 Q1021 NOSIG
VHHH,2016-12-31 22:30,113.9219,22.3094,66.20,57.20,72.74,80.00,12.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,66.20,VHHH 312230Z 08012KT 9999 FEW020 SCT025 19/14 Q1022 NOSIG
VHHH,2016-12-31 23:00,113.9219,22.3094,68.00,57.20,68.35,90.00,12.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 312300Z 09012KT 9999 FEW020 SCT025 20/14 Q1022 NOSIG
VHHH,2016-12-31 23:30,113.9219,22.3094,68.00,57.20,68.35,90.00,12.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 312330Z 09012KT 9999 FEW020 SCT025 20/14 Q1022 NOSIG
VHHH,2017-01-01 00:00,113.9219,22.3094,68.00,57.20,68.35,80.00,11.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 010000Z 08011KT 9999 FEW022 SCT028 20/14 Q1022 NOSIG
VHHH,2017-01-01 00:30,113.9219,22.3094,68.00,57.20,68.35,90.00,11.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 010030Z 09011KT 9999 FEW022 SCT028 20/14 Q1023 NOSIG
VHHH,2017-01-01 01:00,113.9219,22.3094,68.00,57.20,68.35,100.00,10.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,68.00,VHHH 010100Z 10010KT 070V130 9999 FEW022 SCT028 20/14 Q1023 NOSIG
VHHH,2017-01-01 01:30,113.9219,22.3094,69.80,57.20,64.26,90.00,12.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010130Z 09012KT 9999 FEW022 SCT028 21/14 Q1023 NOSIG
VHHH,2017-01-01 02:00,113.9219,22.3094,69.80,57.20,64.26,80.00,10.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010200Z 08010KT 9999 FEW022 SCT028 21/14 Q1023 NOSIG
VHHH,2017-01-01 02:30,113.9219,22.3094,71.60,57.20,60.44,110.00,13.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2200.00,2800.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 010230Z 11013KT 9999 FEW022 SCT028 22/14 Q1023 NOSIG
VHHH,2017-01-01 03:00,113.9219,22.3094,71.60,57.20,60.44,110.00,14.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2200.00,3000.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 010300Z 11014KT 9999 FEW022 SCT030 22/14 Q1023 NOSIG
VHHH,2017-01-01 03:30,113.9219,22.3094,71.60,57.20,60.44,110.00,15.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2400.00,3500.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 010330Z 11015KT 9999 FEW024 SCT035 22/14 Q1023 NOSIG
VHHH,2017-01-01 04:00,113.9219,22.3094,69.80,57.20,64.26,110.00,11.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010400Z 11011KT 080V140 9999 FEW022 SCT035 21/14 Q1022 NOSIG
VHHH,2017-01-01 04:30,113.9219,22.3094,69.80,57.20,64.26,130.00,8.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010430Z 13008KT 090V170 9999 FEW022 SCT035 21/14 Q1022 NOSIG
VHHH,2017-01-01 05:00,113.9219,22.3094,71.60,57.20,60.44,110.00,6.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 010500Z 11006KT 060V200 9999 FEW022 SCT035 22/14 Q1021 NOSIG
VHHH,2017-01-01 05:30,113.9219,22.3094,71.60,57.20,60.44,60.00,5.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 010530Z 06005KT 030V090 9999 FEW022 SCT035 22/14 Q1021 NOSIG
VHHH,2017-01-01 06:00,113.9219,22.3094,73.40,57.20,56.88,130.00,5.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,73.40,VHHH 010600Z 13005KT 080V210 9999 FEW022 SCT035 23/14 Q1020 NOSIG
VHHH,2017-01-01 06:30,113.9219,22.3094,75.20,57.20,53.55,120.00,7.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,75.20,VHHH 010630Z 12007KT 060V180 9999 FEW022 SCT035 24/14 Q1020 NOSIG
VHHH,2017-01-01 07:00,113.9219,22.3094,71.60,59.00,64.48,260.00,10.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 010700Z 26010KT 9999 FEW022 SCT035 22/15 Q1019 NOSIG
VHHH,2017-01-01 07:30,113.9219,22.3094,71.60,59.00,64.48,270.00,8.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,71.60,VHHH 010730Z 27008KT 9999 FEW022 SCT035 22/15 Q1019 NOSIG
VHHH,2017-01-01 08:00,113.9219,22.3094,69.80,59.00,68.55,270.00,7.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010800Z 27007KT 9999 FEW022 SCT035 21/15 Q1019 NOSIG
VHHH,2017-01-01 08:30,113.9219,22.3094,69.80,59.00,68.55,270.00,7.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010830Z 27007KT 9999 FEW022 SCT035 21/15 Q1019 NOSIG
VHHH,2017-01-01 09:00,113.9219,22.3094,69.80,59.00,68.55,270.00,6.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010900Z 27006KT 9999 FEW022 SCT035 21/15 Q1019 NOSIG
VHHH,2017-01-01 09:30,113.9219,22.3094,69.80,59.00,68.55,280.00,4.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 010930Z 28004KT 9999 FEW022 SCT035 21/15 Q1019 NOSIG
VHHH,2017-01-01 10:00,113.9219,22.3094,69.80,59.00,68.55,290.00,4.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 011000Z 29004KT 9999 FEW022 SCT035 21/15 Q1020 NOSIG
VHHH,2017-01-01 10:30,113.9219,22.3094,69.80,59.00,68.55,290.00,3.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 011030Z 29003KT 9999 FEW022 SCT035 21/15 Q1020 NOSIG
VHHH,2017-01-01 11:00,113.9219,22.3094,69.80,59.00,68.55,330.00,4.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,2200.00,3500.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 011100Z 33004KT 9999 FEW022 SCT035 21/15 Q1020 NOSIG
VHHH,2017-01-01 11:30,113.9219,22.3094,69.80,60.80,73.09,340.00,3.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,VHHH 011130Z 34003KT 9999 FEW025 SCT040 21/16 Q1021 NOSIG
VHHH,2017-01-01 12:00,113.9219,22.3094,69.80,59.00,68.55,30.00,3.00,0.00,30.15,M,5.59,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 011200Z 03003KT 9000 FEW025 21/15 Q1021 NOSIG
VHHH,2017-01-01 12:30,113.9219,22.3094,69.80,60.80,73.09,50.00,4.00,0.00,30.15,M,5.59,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 011230Z 05004KT 9000 FEW025 21/16 Q1021 NOSIG
VHHH,2017-01-01 13:00,113.9219,22.3094,69.80,60.80,73.09,70.00,6.00,0.00,30.15,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,69.80,VHHH 011300Z 07006KT 9999 FEW025 21/16 Q1021 NOSIG
VHHH,2017-01-01 13:30,113.9219,22.3094,71.60,60.80,68.75,100.00,7.00,0.00,30.15,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,71.60,VHHH 011330Z 10007KT 060V140 9999 FEW025 22/16 Q1021 NOSIG
VHHH,2017-01-01 14:00,113.9219,22.3094,68.00,60.80,77.75,80.00,8.00,0.00,30.15,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 011400Z 08008KT 9999 FEW025 20/16 Q1021 NOSIG
VHHH,2017-01-01 14:30,113.9219,22.3094,68.00,60.80,77.75,90.00,6.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 011430Z 09006KT CAVOK 20/16 Q1021 NOSIG
VHHH,2017-01-01 15:00,113.9219,22.3094,68.00,60.80,77.75,100.00,8.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 011500Z 10008KT CAVOK 20/16 Q1021 NOSIG
VHHH,2017-01-01 15:30,113.9219,22.3094,66.20,59.00,77.60,130.00,6.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 011530Z 13006KT 110V170 CAVOK 19/15 Q1021 NOSIG
VHHH,2017-01-01 16:00,113.9219,22.3094,68.00,60.80,77.75,120.00,6.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 011600Z 12006KT 090V160 CAVOK 20/16 Q1021 NOSIG
VHHH,2017-01-01 16:30,113.9219,22.3094,66.20,60.80,82.74,80.00,6.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 011630Z 08006KT CAVOK 19/16 Q1021 NOSIG
VHHH,2017-01-01 17:00,113.9219,22.3094,68.00,60.80,77.75,90.00,5.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 011700Z 09005KT 060V120 CAVOK 20/16 Q1021 NOSIG
VHHH,2017-01-01 17:30,113.9219,22.3094,68.00,59.00,72.92,50.00,4.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 011730Z 05004KT CAVOK 20/15 Q1020 NOSIG
VHHH,2017-01-01 18:00,113.9219,22.3094,66.20,60.80,82.74,90.00,8.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 011800Z 09008KT CAVOK 19/16 Q1020 NOSIG
VHHH,2017-01-01 18:30,113.9219,22.3094,66.20,62.60,88.18,70.00,7.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 011830Z 07007KT 9000 NSC 19/17 Q1020 NOSIG
VHHH,2017-01-01 19:00,113.9219,22.3094,66.20,62.60,88.18,80.00,6.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 011900Z 08006KT 9000 NSC 19/17 Q1020 NOSIG
VHHH,2017-01-01 19:30,113.9219,22.3094,66.20,60.80,82.74,70.00,5.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 011930Z 07005KT 9000 NSC 19/16 Q1020 NOSIG
VHHH,2017-01-01 20:00,113.9219,22.3094,66.20,60.80,82.74,80.00,7.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012000Z 08007KT CAVOK 19/16 Q1019 NOSIG
VHHH,2017-01-01 20:30,113.9219,22.3094,66.20,60.80,82.74,50.00,7.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012030Z 05007KT 9000 NSC 19/16 Q1020 NOSIG
VHHH,2017-01-01 21:00,113.9219,22.3094,66.20,62.60,88.18,50.00,5.00,0.00,30.09,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012100Z 05005KT 9000 NSC 19/17 Q1019 NOSIG
VHHH,2017-01-01 21:30,113.9219,22.3094,66.20,60.80,82.74,40.00,5.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012130Z 04005KT 360V060 CAVOK 19/16 Q1020 NOSIG
VHHH,2017-01-01 22:00,113.9219,22.3094,66.20,60.80,82.74,70.00,4.00,0.00,30.12,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012200Z 07004KT 8000 NSC 19/16 Q1020 NOSIG
VHHH,2017-01-01 22:30,113.9219,22.3094,66.20,60.80,82.74,60.00,7.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012230Z 06007KT 9000 NSC 19/16 Q1020 NOSIG
VHHH,2017-01-01 23:00,113.9219,22.3094,66.20,60.80,82.74,50.00,6.00,0.00,30.12,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012300Z 05006KT 9000 NSC 19/16 Q1020 NOSIG
VHHH,2017-01-01 23:30,113.9219,22.3094,66.20,60.80,82.74,60.00,4.00,0.00,30.15,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,66.20,VHHH 012330Z 06004KT 9999 FEW022 19/16 Q1021 NOSIG
VHHH,2017-01-02 00:00,113.9219,22.3094,68.00,60.80,77.75,60.00,3.00,0.00,30.15,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,68.00,VHHH 020000Z 06003KT 9999 FEW022 20/16 Q1021 NOSIG
